Estado,Período,Sorotipo,Casos,Ano
Ceará,2017-07,Sem informacao,3087,2017-06
Pará,2017-07,1.0,1,2017-06
Rio de Janeiro,2017-07,3.0,1,2017-06
Rio Grande do Norte,2017-07,Sem informacao,653,2017-06
Ceará,2017-07,1.0,1,2017-06
Rio de Janeiro,2017-07,4.0,1,2017-06
Pará,2017-07,Sem informacao,427,2017-06
Maranhão,2017-08,Sem informacao,267,2017-06
Bahia,2017-08,2.0,1,2017-06
Distrito Federal,2017-08,Sem informacao,221,2017-06
Mato Grosso,2017-08,1.0,1,2017-06
Roraima,2017-08,Sem informacao,394,2017-06
Sergipe,2017-08,Sem informacao,85,2017-06
Rondônia,2017-08,1.0,2,2017-06
Rondônia,2017-08,Sem informacao,169,2017-06
Ceará,2017-08,Sem informacao,1584,2017-06
Amazonas,2017-08,Sem informacao,465,2017-06
Acre,2017-08,Sem informacao,175,2017-06
Goiás,2017-08,Sem informacao,2285,2017-06
Espírito Santo,2017-08,1.0,1,2017-06
Espírito Santo,2017-08,Sem informacao,596,2017-06
Minas Gerais,2017-08,Sem informacao,1538,2017-06
Minas Gerais,2017-08,1.0,2,2017-06
São Paulo,2017-08,Sem informacao,3071,2017-06
Mato Grosso,2017-08,Sem informacao,416,2017-06
Bahia,2017-08,Sem informacao,734,2017-06
Tocantins,2017-08,Sem informacao,438,2017-06
Tocantins,2017-08,1.0,1,2017-06
Rio de Janeiro,2017-08,Sem informacao,716,2017-06
Alagoas,2017-08,Sem informacao,260,2017-06
Paraná,2017-08,Sem informacao,1082,2017-06
Paraíba,2017-08,Sem informacao,585,2017-06
Santa Catarina,2017-08,Sem informacao,117,2017-06
Amapá,2017-08,Sem informacao,67,2017-06
Mato Grosso do Sul,2017-08,Sem informacao,365,2017-06
Rio Grande do Sul,2017-08,Sem informacao,45,2017-06
Piauí,2017-08,Sem informacao,404,2017-06
Rio Grande do Norte,2017-08,Sem informacao,854,2017-06
Pernambuco,2017-08,Sem informacao,1765,2017-06
Pernambuco,2017-08,4.0,1,2017-06
Pernambuco,2017-08,1.0,2,2017-06
Pará,2017-08,Sem informacao,534,2017-06
Pará,2017-08,1.0,11,2017-06
Rondônia,2017-09,Sem informacao,134,2017-06
Pernambuco,2017-09,Sem informacao,1287,2017-06
Pernambuco,2017-09,1.0,1,2017-06
São Paulo,2017-09,1.0,1,2017-06
Bahia,2017-09,Sem informacao,511,2017-06
Roraima,2017-09,Sem informacao,192,2017-06
São Paulo,2017-09,3.0,2,2017-06
São Paulo,2017-09,Sem informacao,5533,2017-06
Alagoas,2017-09,Sem informacao,181,2017-06
Rio Grande do Norte,2017-09,Sem informacao,598,2017-06
Rio Grande do Norte,2017-09,1.0,1,2017-06
Piauí,2017-09,Sem informacao,274,2017-06
Amapá,2017-09,Sem informacao,68,2017-06
Goiás,2017-09,Sem informacao,1986,2017-06
Ceará,2017-09,Sem informacao,1576,2017-06
Bahia,2017-09,1.0,1,2017-06
Distrito Federal,2017-09,Sem informacao,220,2017-06
Rio Grande do Sul,2017-09,Sem informacao,61,2017-06
Mato Grosso,2017-09,Sem informacao,266,2017-06
Mato Grosso do Sul,2017-09,Sem informacao,523,2017-06
Sergipe,2017-09,Sem informacao,68,2017-06
Espírito Santo,2017-09,Sem informacao,473,2017-06
Santa Catarina,2017-09,Sem informacao,118,2017-06
Tocantins,2017-09,Sem informacao,220,2017-06
Maranhão,2017-09,Sem informacao,172,2017-06
Paraíba,2017-09,Sem informacao,323,2017-06
Pará,2017-09,1.0,4,2017-06
Paraná,2017-09,Sem informacao,1892,2017-06
Pará,2017-09,Sem informacao,378,2017-06
Minas Gerais,2017-09,Sem informacao,1944,2017-06
Amazonas,2017-09,1.0,9,2017-06
Acre,2017-09,Sem informacao,124,2017-06
Amazonas,2017-09,Sem informacao,425,2017-06
Rio de Janeiro,2017-09,Sem informacao,548,2017-06
Pará,2017-10,1.0,3,2017-06
Distrito Federal,2017-10,Sem informacao,221,2017-06
Goiás,2017-10,Sem informacao,2719,2017-06
Mato Grosso do Sul,2017-10,Sem informacao,536,2017-06
Sergipe,2017-10,Sem informacao,59,2017-06
Piauí,2017-10,Sem informacao,136,2017-06
Espírito Santo,2017-10,Sem informacao,503,2017-06
Ceará,2017-10,Sem informacao,1158,2017-06
Santa Catarina,2017-10,Sem informacao,130,2017-06
Alagoas,2017-10,Sem informacao,196,2017-06
Tocantins,2017-10,Sem informacao,178,2017-06
São Paulo,2017-10,Sem informacao,8053,2017-06
São Paulo,2017-10,1.0,1,2017-06
Roraima,2017-10,Sem informacao,151,2017-06
Mato Grosso,2017-10,Sem informacao,307,2017-06
Rondônia,2017-10,Sem informacao,170,2017-06
Paraíba,2017-10,Sem informacao,379,2017-06
Rondônia,2017-10,1.0,1,2017-06
Pernambuco,2017-10,Sem informacao,1099,2017-06
Pará,2017-10,Sem informacao,404,2017-06
Rio Grande do Norte,2017-10,Sem informacao,614,2017-06
Maranhão,2017-10,Sem informacao,122,2017-06
Rio de Janeiro,2017-10,Sem informacao,684,2017-06
Goiás,2017-10,1.0,3,2017-06
Amazonas,2017-10,Sem informacao,438,2017-06
Bahia,2017-10,Sem informacao,610,2017-06
Amapá,2017-10,Sem informacao,96,2017-06
Minas Gerais,2017-10,Sem informacao,2514,2017-06
Paraná,2017-10,Sem informacao,2182,2017-06
Minas Gerais,2017-10,1.0,3,2017-06
Acre,2017-10,Sem informacao,231,2017-06
Amazonas,2017-10,1.0,2,2017-06
Rio Grande do Sul,2017-10,Sem informacao,76,2017-06
Minas Gerais,2017-11,2.0,1,2017-06
Rio Grande do Sul,2017-11,Sem informacao,84,2017-06
Amapá,2017-11,Sem informacao,53,2017-06
Rio Grande do Sul,2017-11,1.0,1,2017-06
Rondônia,2017-11,Sem informacao,247,2017-06
Maranhão,2017-11,Sem informacao,147,2017-06
Rio Grande do Norte,2017-11,Sem informacao,558,2017-06
Bahia,2017-11,Sem informacao,479,2017-06
Mato Grosso,2017-11,1.0,1,2017-06
Espírito Santo,2017-11,Sem informacao,482,2017-06
Amazonas,2017-11,1.0,1,2017-06
Alagoas,2017-11,Sem informacao,161,2017-06
São Paulo,2017-11,1.0,1,2017-06
São Paulo,2017-11,Sem informacao,6978,2017-06
Distrito Federal,2017-11,Sem informacao,200,2017-06
Pernambuco,2017-11,Sem informacao,918,2017-06
Santa Catarina,2017-11,Sem informacao,138,2017-06
Minas Gerais,2017-11,Sem informacao,2600,2017-06
Piauí,2017-11,Sem informacao,98,2017-06
Tocantins,2017-11,Sem informacao,289,2017-06
Ceará,2017-11,Sem informacao,862,2017-06
Pará,2017-11,Sem informacao,424,2017-06
Acre,2017-11,Sem informacao,459,2017-06
Pará,2017-11,1.0,2,2017-06
Roraima,2017-11,Sem informacao,138,2017-06
Mato Grosso do Sul,2017-11,1.0,2,2017-06
Paraná,2017-11,1.0,1,2017-06
Paraná,2017-11,Sem informacao,2436,2017-06
Mato Grosso,2017-11,Sem informacao,454,2017-06
Minas Gerais,2017-11,1.0,1,2017-06
Rio de Janeiro,2017-11,Sem informacao,759,2017-06
Goiás,2017-11,Sem informacao,2580,2017-06
Acre,2017-11,1.0,1,2017-06
Mato Grosso do Sul,2017-11,Sem informacao,606,2017-06
Paraíba,2017-11,Sem informacao,335,2017-06
Amazonas,2017-11,Sem informacao,322,2017-06
Sergipe,2017-11,Sem informacao,64,2017-06
São Paulo,2017-12,Sem informacao,6825,2017-06
Paraná,2017-12,4.0,1,2017-06
Amapá,2017-12,Sem informacao,46,2017-06
São Paulo,2017-12,1.0,1,2017-06
Paraná,2017-12,1.0,1,2017-06
Bahia,2017-12,Sem informacao,462,2017-06
Minas Gerais,2017-12,1.0,2,2017-06
Minas Gerais,2017-12,Sem informacao,3504,2017-06
Rio de Janeiro,2017-12,Sem informacao,1032,2017-06
Pará,2017-12,1.0,3,2017-06
São Paulo,2017-12,2.0,2,2017-06
Paraíba,2017-12,Sem informacao,269,2017-06
Pernambuco,2017-12,1.0,1,2017-06
Amazonas,2017-12,1.0,1,2017-06
Sergipe,2017-12,Sem informacao,24,2017-06
Ceará,2017-12,Sem informacao,574,2017-06
Acre,2017-12,Sem informacao,825,2017-06
Rio Grande do Sul,2017-12,Sem informacao,113,2017-06
Maranhão,2017-12,Sem informacao,154,2017-06
Tocantins,2017-12,Sem informacao,336,2017-06
Tocantins,2017-12,3.0,1,2017-06
Goiás,2017-12,Sem informacao,2623,2017-06
Goiás,2017-12,1.0,1,2017-06
Mato Grosso do Sul,2017-12,Sem informacao,630,2017-06
Amazonas,2017-12,Sem informacao,338,2017-06
Piauí,2017-12,Sem informacao,145,2017-06
Espírito Santo,2017-12,Sem informacao,680,2017-06
Rio Grande do Norte,2017-12,Sem informacao,480,2017-06
Santa Catarina,2017-12,Sem informacao,179,2017-06
Pernambuco,2017-12,Sem informacao,955,2017-06
Pará,2017-12,2.0,1,2017-06
Distrito Federal,2017-12,Sem informacao,232,2017-06
Mato Grosso,2017-12,Sem informacao,713,2017-06
Alagoas,2017-12,Sem informacao,161,2017-06
Roraima,2017-12,Sem informacao,81,2017-06
Paraná,2017-12,Sem informacao,2499,2017-06
Rondônia,2017-12,Sem informacao,291,2017-06
Pará,2017-12,Sem informacao,361,2017-06
Pará,2018-01,1.0,6,2018-06
Pará,2018-01,Sem informacao,843,2018-06
Paraná,2018-01,2.0,1,2018-06
Minas Gerais,2018-01,2.0,2,2018-06
Sergipe,2018-01,Sem informacao,30,2018-06
Rio Grande do Sul,2018-01,Sem informacao,191,2018-06
Tocantins,2018-01,Sem informacao,569,2018-06
Tocantins,2018-01,2.0,3,2018-06
Mato Grosso do Sul,2018-01,4.0,1,2018-06
Mato Grosso do Sul,2018-01,Sem informacao,849,2018-06
Espírito Santo,2018-01,1.0,1,2018-06
Espírito Santo,2018-01,Sem informacao,886,2018-06
Santa Catarina,2018-01,Sem informacao,275,2018-06
Paraná,2018-01,Sem informacao,2830,2018-06
Distrito Federal,2018-01,Sem informacao,340,2018-06
Distrito Federal,2018-01,1.0,2,2018-06
Mato Grosso,2018-01,Sem informacao,1605,2018-06
Mato Grosso,2018-01,1.0,2,2018-06
Paraíba,2018-01,Sem informacao,409,2018-06
Paraíba,2018-01,1.0,2,2018-06
Minas Gerais,2018-01,1.0,2,2018-06
Minas Gerais,2018-01,Sem informacao,5634,2018-06
Roraima,2018-01,Sem informacao,107,2018-06
Maranhão,2018-01,Sem informacao,246,2018-06
Goiás,2018-01,1.0,1,2018-06
Amazonas,2018-01,1.0,1,2018-06
Rio de Janeiro,2018-01,Sem informacao,2128,2018-06
Amazonas,2018-01,Sem informacao,607,2018-06
Goiás,2018-01,Sem informacao,9271,2018-06
Goiás,2018-01,2.0,18,2018-06
Bahia,2018-01,1.0,1,2018-06
Amapá,2018-01,Sem informacao,104,2018-06
São Paulo,2018-01,1.0,3,2018-06
Piauí,2018-01,Sem informacao,264,2018-06
Piauí,2018-01,2.0,5,2018-06
Bahia,2018-01,Sem informacao,976,2018-06
Alagoas,2018-01,1.0,1,2018-06
Alagoas,2018-01,Sem informacao,233,2018-06
Rio Grande do Norte,2018-01,2.0,1,2018-06
São Paulo,2018-01,Sem informacao,9656,2018-06
Rondônia,2018-01,Sem informacao,377,2018-06
Rio Grande do Norte,2018-01,Sem informacao,641,2018-06
Ceará,2018-01,Sem informacao,1038,2018-06
Acre,2018-01,Sem informacao,1250,2018-06
Pernambuco,2018-01,Sem informacao,1191,2018-06
Pará,2018-02,Sem informacao,1256,2018-06
Sergipe,2018-02,Sem informacao,29,2018-06
São Paulo,2018-02,1.0,7,2018-06
São Paulo,2018-02,2.0,10,2018-06
São Paulo,2018-02,Sem informacao,8762,2018-06
Paraná,2018-02,Sem informacao,2159,2018-06
Goiás,2018-02,Sem informacao,12750,2018-06
Paraíba,2018-02,Sem informacao,440,2018-06
Paraná,2018-02,1.0,2,2018-06
Bahia,2018-02,1.0,1,2018-06
Espírito Santo,2018-02,Sem informacao,796,2018-06
Alagoas,2018-02,Sem informacao,176,2018-06
Mato Grosso,2018-02,1.0,1,2018-06
Mato Grosso,2018-02,Sem informacao,1630,2018-06
Mato Grosso do Sul,2018-02,1.0,1,2018-06
Mato Grosso do Sul,2018-02,Sem informacao,625,2018-06
Espírito Santo,2018-02,1.0,3,2018-06
Maranhão,2018-02,Sem informacao,253,2018-06
Rio Grande do Sul,2018-02,1.0,1,2018-06
Rio Grande do Sul,2018-02,Sem informacao,116,2018-06
Bahia,2018-02,2.0,1,2018-06
Distrito Federal,2018-02,1.0,2,2018-06
Espírito Santo,2018-02,2.0,2,2018-06
Distrito Federal,2018-02,Sem informacao,298,2018-06
Pernambuco,2018-02,1.0,1,2018-06
Rio Grande do Norte,2018-02,Sem informacao,985,2018-06
Pará,2018-02,2.0,1,2018-06
Rondônia,2018-02,1.0,1,2018-06
Santa Catarina,2018-02,Sem informacao,227,2018-06
Amapá,2018-02,Sem informacao,143,2018-06
Roraima,2018-02,Sem informacao,88,2018-06
Paraná,2018-02,2.0,1,2018-06
Pará,2018-02,1.0,3,2018-06
Rondônia,2018-02,Sem informacao,277,2018-06
Acre,2018-02,Sem informacao,945,2018-06
Rio de Janeiro,2018-02,1.0,1,2018-06
Rio de Janeiro,2018-02,Sem informacao,2411,2018-06
Tocantins,2018-02,Sem informacao,562,2018-06
Piauí,2018-02,Sem informacao,242,2018-06
Tocantins,2018-02,2.0,4,2018-06
Tocantins,2018-02,1.0,1,2018-06
Goiás,2018-02,2.0,30,2018-06
Goiás,2018-02,1.0,4,2018-06
Ceará,2018-02,Sem informacao,1501,2018-06
Amazonas,2018-02,Sem informacao,509,2018-06
Pernambuco,2018-02,Sem informacao,1263,2018-06
Minas Gerais,2018-02,1.0,5,2018-06
Minas Gerais,2018-02,2.0,6,2018-06
Minas Gerais,2018-02,4.0,1,2018-06
Minas Gerais,2018-02,Sem informacao,5414,2018-06
Ceará,2018-02,1.0,5,2018-06
Bahia,2018-02,Sem informacao,962,2018-06
Espírito Santo,2018-03,2.0,2,2018-06
Espírito Santo,2018-03,Sem informacao,1459,2018-06
Paraíba,2018-03,Sem informacao,683,2018-06
Goiás,2018-03,Sem informacao,17764,2018-06
Mato Grosso do Sul,2018-03,2.0,1,2018-06
Goiás,2018-03,2.0,19,2018-06
Tocantins,2018-03,Sem informacao,700,2018-06
Ceará,2018-03,Sem informacao,2291,2018-06
Ceará,2018-03,1.0,1,2018-06
Paraíba,2018-03,1.0,1,2018-06
Sergipe,2018-03,Sem informacao,30,2018-06
Tocantins,2018-03,1.0,1,2018-06
Tocantins,2018-03,2.0,7,2018-06
Goiás,2018-03,1.0,4,2018-06
Bahia,2018-03,Sem informacao,1580,2018-06
Roraima,2018-03,Sem informacao,114,2018-06
São Paulo,2018-03,1.0,34,2018-06
Minas Gerais,2018-03,1.0,3,2018-06
Amazonas,2018-03,Sem informacao,579,2018-06
Rio Grande do Sul,2018-03,Sem informacao,98,2018-06
Paraná,2018-03,1.0,5,2018-06
Paraná,2018-03,Sem informacao,1979,2018-06
Rio de Janeiro,2018-03,Sem informacao,4436,2018-06
Rio de Janeiro,2018-03,4.0,1,2018-06
Piauí,2018-03,Sem informacao,367,2018-06
Pará,2018-03,1.0,5,2018-06
Santa Catarina,2018-03,Sem informacao,173,2018-06
Pará,2018-03,2.0,4,2018-06
Pernambuco,2018-03,Sem informacao,2056,2018-06
Pernambuco,2018-03,1.0,2,2018-06
Amapá,2018-03,Sem informacao,222,2018-06
Maranhão,2018-03,Sem informacao,298,2018-06
Rondônia,2018-03,Sem informacao,203,2018-06
Rondônia,2018-03,1.0,2,2018-06
Maranhão,2018-03,2.0,1,2018-06
Maranhão,2018-03,1.0,1,2018-06
Pará,2018-03,Sem informacao,1968,2018-06
Minas Gerais,2018-03,2.0,4,2018-06
Acre,2018-03,Sem informacao,967,2018-06
Rio Grande do Norte,2018-03,Sem informacao,2387,2018-06
Distrito Federal,2018-03,Sem informacao,457,2018-06
Distrito Federal,2018-03,1.0,1,2018-06
Minas Gerais,2018-03,Sem informacao,7883,2018-06
São Paulo,2018-03,Sem informacao,9161,2018-06
São Paulo,2018-03,2.0,11,2018-06
Mato Grosso,2018-03,2.0,1,2018-06
Mato Grosso,2018-03,Sem informacao,1606,2018-06
Mato Grosso,2018-03,1.0,5,2018-06
Alagoas,2018-03,Sem informacao,203,2018-06
Mato Grosso do Sul,2018-03,Sem informacao,740,2018-06
Rio Grande do Norte,2018-03,1.0,2,2018-06
Sergipe,2018-04,Sem informacao,40,2018-06
Tocantins,2018-04,2.0,8,2018-06
Santa Catarina,2018-04,Sem informacao,245,2018-06
Santa Catarina,2018-04,2.0,6,2018-06
Tocantins,2018-04,Sem informacao,1198,2018-06
Pernambuco,2018-04,Sem informacao,4036,2018-06
Distrito Federal,2018-04,1.0,1,2018-06
Piauí,2018-04,Sem informacao,274,2018-06
Amapá,2018-04,Sem informacao,253,2018-06
Rio Grande do Norte,2018-04,1.0,3,2018-06
Rio Grande do Norte,2018-04,Sem informacao,4823,2018-06
Distrito Federal,2018-04,Sem informacao,607,2018-06
Santa Catarina,2018-04,1.0,2,2018-06
Tocantins,2018-04,1.0,2,2018-06
Espírito Santo,2018-04,Sem informacao,2104,2018-06
Rondônia,2018-04,Sem informacao,273,2018-06
Rondônia,2018-04,1.0,1,2018-06
Acre,2018-04,Sem informacao,1022,2018-06
Paraná,2018-04,1.0,16,2018-06
Paraná,2018-04,2.0,3,2018-06
Paraná,2018-04,4.0,1,2018-06
Paraná,2018-04,Sem informacao,2077,2018-06
Pará,2018-04,Sem informacao,1602,2018-06
Pará,2018-04,2.0,1,2018-06
Pará,2018-04,1.0,3,2018-06
Minas Gerais,2018-04,1.0,3,2018-06
Mato Grosso do Sul,2018-04,Sem informacao,612,2018-06
Bahia,2018-04,1.0,1,2018-06
Bahia,2018-04,Sem informacao,2256,2018-06
Espírito Santo,2018-04,2.0,14,2018-06
Amazonas,2018-04,Sem informacao,586,2018-06
Minas Gerais,2018-04,2.0,6,2018-06
São Paulo,2018-04,Sem informacao,8186,2018-06
São Paulo,2018-04,2.0,22,2018-06
São Paulo,2018-04,1.0,31,2018-06
Minas Gerais,2018-04,Sem informacao,11652,2018-06
Rio de Janeiro,2018-04,Sem informacao,4717,2018-06
Rio de Janeiro,2018-04,1.0,1,2018-06
Maranhão,2018-04,Sem informacao,473,2018-06
Goiás,2018-04,1.0,1,2018-06
Goiás,2018-04,2.0,18,2018-06
Goiás,2018-04,Sem informacao,19798,2018-06
Paraíba,2018-04,Sem informacao,2164,2018-06
Roraima,2018-04,Sem informacao,108,2018-06
Rio Grande do Sul,2018-04,Sem informacao,85,2018-06
Rio Grande do Sul,2018-04,2.0,1,2018-06
Alagoas,2018-04,Sem informacao,259,2018-06
Mato Grosso,2018-04,1.0,3,2018-06
Ceará,2018-04,Sem informacao,3448,2018-06
Mato Grosso,2018-04,Sem informacao,1373,2018-06
Rio Grande do Norte,2018-05,3.0,1,2018-06
Distrito Federal,2018-05,Sem informacao,445,2018-06
Mato Grosso do Sul,2018-05,1.0,1,2018-06
Goiás,2018-05,Sem informacao,18459,2018-06
Goiás,2018-05,4.0,4,2018-06
Goiás,2018-05,2.0,25,2018-06
Espírito Santo,2018-05,Sem informacao,2325,2018-06
Pernambuco,2018-05,Sem informacao,3695,2018-06
Pernambuco,2018-05,1.0,2,2018-06
Ceará,2018-05,Sem informacao,1781,2018-06
Rio Grande do Norte,2018-05,Sem informacao,5431,2018-06
Paraíba,2018-05,1.0,4,2018-06
Goiás,2018-05,1.0,2,2018-06
Tocantins,2018-05,1.0,2,2018-06
Bahia,2018-05,Sem informacao,2290,2018-06
Pará,2018-05,1.0,3,2018-06
Tocantins,2018-05,2.0,38,2018-06
Tocantins,2018-05,Sem informacao,997,2018-06
Santa Catarina,2018-05,2.0,2,2018-06
Santa Catarina,2018-05,Sem informacao,205,2018-06
Maranhão,2018-05,Sem informacao,761,2018-06
São Paulo,2018-05,1.0,12,2018-06
São Paulo,2018-05,2.0,25,2018-06
São Paulo,2018-05,Sem informacao,7213,2018-06
Amapá,2018-05,Sem informacao,143,2018-06
Amazonas,2018-05,Sem informacao,442,2018-06
Mato Grosso do Sul,2018-05,Sem informacao,631,2018-06
Espírito Santo,2018-05,2.0,2,2018-06
Bahia,2018-05,2.0,2,2018-06
Pará,2018-05,Sem informacao,1228,2018-06
Paraíba,2018-05,Sem informacao,3039,2018-06
Sergipe,2018-05,Sem informacao,94,2018-06
Rio Grande do Sul,2018-05,Sem informacao,76,2018-06
Alagoas,2018-05,Sem informacao,372,2018-06
Rio de Janeiro,2018-05,1.0,1,2018-06
Rondônia,2018-05,Sem informacao,238,2018-06
Rondônia,2018-05,1.0,1,2018-06
Rio de Janeiro,2018-05,2.0,1,2018-06
Roraima,2018-05,Sem informacao,166,2018-06
Espírito Santo,2018-05,1.0,3,2018-06
Rio de Janeiro,2018-05,4.0,1,2018-06
Acre,2018-05,Sem informacao,904,2018-06
Rio Grande do Norte,2018-05,2.0,1,2018-06
Mato Grosso,2018-05,Sem informacao,1086,2018-06
Rio de Janeiro,2018-05,Sem informacao,3638,2018-06
Paraná,2018-05,1.0,6,2018-06
Mato Grosso,2018-05,1.0,1,2018-06
Minas Gerais,2018-05,1.0,8,2018-06
Rio Grande do Norte,2018-05,1.0,5,2018-06
Minas Gerais,2018-05,Sem informacao,7866,2018-06
Piauí,2018-05,Sem informacao,453,2018-06
Paraná,2018-05,Sem informacao,1327,2018-06
Minas Gerais,2018-05,2.0,2,2018-06
Santa Catarina,2018-05,1.0,4,2018-06
Paraná,2018-05,2.0,15,2018-06
Tocantins,2018-06,1.0,1,2018-06
Rondônia,2018-06,Sem informacao,94,2018-06
Amapá,2018-06,Sem informacao,86,2018-06
Espírito Santo,2018-06,Sem informacao,2099,2018-06
Espírito Santo,2018-06,2.0,3,2018-06
São Paulo,2018-06,Sem informacao,4500,2018-06
Rio de Janeiro,2018-06,Sem informacao,1912,2018-06
São Paulo,2018-06,1.0,5,2018-06
Rio Grande do Norte,2018-06,1.0,2,2018-06
Rio Grande do Norte,2018-06,3.0,1,2018-06
Rio Grande do Norte,2018-06,Sem informacao,4265,2018-06
Minas Gerais,2018-06,1.0,1,2018-06
Minas Gerais,2018-06,Sem informacao,3846,2018-06
Espírito Santo,2018-06,1.0,3,2018-06
São Paulo,2018-06,2.0,12,2018-06
Santa Catarina,2018-06,1.0,2,2018-06
Maranhão,2018-06,Sem informacao,187,2018-06
Paraíba,2018-06,Sem informacao,2141,2018-06
Mato Grosso,2018-06,Sem informacao,580,2018-06
Pará,2018-06,Sem informacao,825,2018-06
Sergipe,2018-06,Sem informacao,70,2018-06
Paraná,2018-06,Sem informacao,768,2018-06
Paraná,2018-06,1.0,1,2018-06
Piauí,2018-06,Sem informacao,358,2018-06
Paraíba,2018-06,1.0,4,2018-06
Tocantins,2018-06,2.0,8,2018-06
Alagoas,2018-06,Sem informacao,390,2018-06
Mato Grosso,2018-06,1.0,1,2018-06
Acre,2018-06,Sem informacao,558,2018-06
Roraima,2018-06,Sem informacao,126,2018-06
Rondônia,2018-06,1.0,1,2018-06
Rio Grande do Sul,2018-06,Sem informacao,36,2018-06
Alagoas,2018-06,1.0,1,2018-06
Pernambuco,2018-06,Sem informacao,2370,2018-06
Pernambuco,2018-06,3.0,1,2018-06
Bahia,2018-06,Sem informacao,1300,2018-06
Mato Grosso do Sul,2018-06,Sem informacao,338,2018-06
Goiás,2018-06,2.0,6,2018-06
Ceará,2018-06,Sem informacao,1227,2018-06
Distrito Federal,2018-06,Sem informacao,305,2018-06
Bahia,2018-06,1.0,3,2018-06
Bahia,2018-06,2.0,1,2018-06
Mato Grosso do Sul,2018-06,2.0,1,2018-06
Santa Catarina,2018-06,Sem informacao,90,2018-06
Goiás,2018-06,1.0,4,2018-06
Goiás,2018-06,Sem informacao,8561,2018-06
Mato Grosso do Sul,2018-06,1.0,1,2018-06
Tocantins,2018-06,Sem informacao,456,2018-06
Amazonas,2018-06,Sem informacao,369,2018-06
Roraima,2018-07,Sem informacao,184,2018-06
Amapá,2018-07,Sem informacao,69,2018-06
Goiás,2018-07,1.0,2,2018-06
Paraíba,2018-07,Sem informacao,1381,2018-06
Sergipe,2018-07,Sem informacao,43,2018-06
Sergipe,2018-07,1.0,1,2018-06
Goiás,2018-07,Sem informacao,3594,2018-06
Goiás,2018-07,4.0,1,2018-06
Goiás,2018-07,2.0,5,2018-06
Paraíba,2018-07,1.0,3,2018-06
Rondônia,2018-07,Sem informacao,112,2018-06
Tocantins,2018-07,Sem informacao,248,2018-06
Tocantins,2018-07,1.0,1,2018-06
Amazonas,2018-07,Sem informacao,398,2018-06
Paraná,2018-07,Sem informacao,876,2018-06
Pernambuco,2018-07,Sem informacao,1977,2018-06
Pernambuco,2018-07,1.0,5,2018-06
Mato Grosso,2018-07,Sem informacao,344,2018-06
Mato Grosso,2018-07,1.0,3,2018-06
Pará,2018-07,2.0,1,2018-06
Pará,2018-07,Sem informacao,461,2018-06
Paraná,2018-07,2.0,1,2018-06
Piauí,2018-07,1.0,3,2018-06
Piauí,2018-07,Sem informacao,272,2018-06
Acre,2018-07,Sem informacao,473,2018-06
Alagoas,2018-07,Sem informacao,287,2018-06
Rio Grande do Sul,2018-07,Sem informacao,25,2018-06
Rio Grande do Sul,2018-07,1.0,2,2018-06
Santa Catarina,2018-07,Sem informacao,67,2018-06
Maranhão,2018-07,Sem informacao,102,2018-06
Distrito Federal,2018-07,Sem informacao,225,2018-06
Bahia,2018-07,Sem informacao,826,2018-06
Espírito Santo,2018-07,2.0,1,2018-06
Espírito Santo,2018-07,Sem informacao,1739,2018-06
Minas Gerais,2018-07,Sem informacao,2083,2018-06
Rio Grande do Norte,2018-07,1.0,3,2018-06
Rio Grande do Norte,2018-07,4.0,1,2018-06
Rio Grande do Norte,2018-07,Sem informacao,4097,2018-06
Rio de Janeiro,2018-07,Sem informacao,1542,2018-06
Bahia,2018-07,2.0,2,2018-06
Tocantins,2018-07,2.0,3,2018-06
