Região,Período,Sorotipo,Casos,Ano
Nordeste,2023-04,1.0,157,2023-06
Sudeste,2023-04,Sem informacao,201771,2023-06
Sudeste,2023-04,2.0,320,2023-06
Sul,2023-04,2.0,50,2023-06
Sul,2023-04,Sem informacao,130105,2023-06
Centro-oeste,2023-04,Sem informacao,29767,2023-06
Norte,2023-04,Sem informacao,3577,2023-06
Norte,2023-04,3.0,1,2023-06
Norte,2023-04,2.0,111,2023-06
Norte,2023-04,1.0,126,2023-06
Sudeste,2023-05,4.0,2,2023-06
Norte,2023-05,2.0,105,2023-06
Norte,2023-05,1.0,91,2023-06
Centro-oeste,2023-05,1.0,1346,2023-06
Norte,2023-05,Sem informacao,2550,2023-06
Sul,2023-05,1.0,2199,2023-06
Sul,2023-05,2.0,31,2023-06
Nordeste,2023-05,Sem informacao,15005,2023-06
Nordeste,2023-05,2.0,120,2023-06
Centro-oeste,2023-05,2.0,101,2023-06
Centro-oeste,2023-05,3.0,1,2023-06
Centro-oeste,2023-05,Sem informacao,24935,2023-06
Sudeste,2023-05,1.0,3716,2023-06
Sudeste,2023-05,Sem informacao,142303,2023-06
Sul,2023-05,Sem informacao,110121,2023-06
Sudeste,2023-05,2.0,344,2023-06
Nordeste,2023-05,1.0,197,2023-06
Nordeste,2023-06,Sem informacao,11388,2023-06
Norte,2023-06,3.0,2,2023-06
Sudeste,2023-06,1.0,1706,2023-06
Nordeste,2023-06,3.0,1,2023-06
Nordeste,2023-06,2.0,148,2023-06
Nordeste,2023-06,1.0,154,2023-06
Sudeste,2023-06,Sem informacao,41764,2023-06
Sudeste,2023-06,2.0,237,2023-06
Norte,2023-06,Sem informacao,1421,2023-06
Norte,2023-06,2.0,62,2023-06
Centro-oeste,2023-06,2.0,41,2023-06
Centro-oeste,2023-06,1.0,499,2023-06
Sul,2023-06,Sem informacao,33935,2023-06
Norte,2023-06,1.0,76,2023-06
Centro-oeste,2023-06,Sem informacao,11460,2023-06
Sul,2023-06,2.0,12,2023-06
Sul,2023-06,1.0,1153,2023-06
Sul,2023-07,2.0,19,2023-06
Sul,2023-07,1.0,676,2023-06
Sudeste,2023-07,1.0,624,2023-06
Sudeste,2023-07,2.0,115,2023-06
Sudeste,2023-07,Sem informacao,12999,2023-06
Norte,2023-07,3.0,2,2023-06
Norte,2023-07,2.0,80,2023-06
Centro-oeste,2023-07,1.0,104,2023-06
Centro-oeste,2023-07,2.0,9,2023-06
Centro-oeste,2023-07,Sem informacao,6550,2023-06
Nordeste,2023-07,1.0,301,2023-06
Nordeste,2023-07,2.0,275,2023-06
Nordeste,2023-07,Sem informacao,9307,2023-06
Sul,2023-07,Sem informacao,9536,2023-06
Norte,2023-07,1.0,73,2023-06
Norte,2023-07,Sem informacao,1089,2023-06
Norte,2023-07,4.0,1,2023-06
Centro-oeste,2023-08,Sem informacao,5890,2023-06
Centro-oeste,2023-08,1.0,44,2023-06
Sudeste,2023-08,Sem informacao,8670,2023-06
Centro-oeste,2023-08,2.0,3,2023-06
Sudeste,2023-08,1.0,367,2023-06
Sudeste,2023-08,2.0,91,2023-06
Nordeste,2023-08,1.0,170,2023-06
Norte,2023-08,1.0,66,2023-06
Nordeste,2023-08,2.0,293,2023-06
Sul,2023-08,2.0,3,2023-06
Sul,2023-08,Sem informacao,3686,2023-06
Sul,2023-08,1.0,400,2023-06
Norte,2023-08,4.0,1,2023-06
Norte,2023-08,3.0,28,2023-06
Norte,2023-08,2.0,58,2023-06
Norte,2023-08,Sem informacao,1164,2023-06
Nordeste,2023-08,Sem informacao,7077,2023-06
Sul,2023-09,1.0,94,2023-06
Nordeste,2023-09,1.0,62,2023-06
Centro-oeste,2023-09,1.0,10,2023-06
Centro-oeste,2023-09,2.0,3,2023-06
Centro-oeste,2023-09,Sem informacao,5578,2023-06
Norte,2023-09,Sem informacao,1039,2023-06
Sul,2023-09,Sem informacao,2414,2023-06
Nordeste,2023-09,Sem informacao,4309,2023-06
Nordeste,2023-09,2.0,187,2023-06
Sul,2023-09,2.0,2,2023-06
Norte,2023-09,1.0,35,2023-06
Norte,2023-09,2.0,27,2023-06
Norte,2023-09,3.0,29,2023-06
Sudeste,2023-09,1.0,213,2023-06
Sudeste,2023-09,2.0,43,2023-06
Sudeste,2023-09,Sem informacao,7325,2023-06
Sudeste,2023-10,1.0,290,2023-06
Sul,2023-10,1.0,68,2023-06
Sul,2023-10,2.0,5,2023-06
Sul,2023-10,3.0,1,2023-06
Sul,2023-10,Sem informacao,3084,2023-06
Norte,2023-10,Sem informacao,1088,2023-06
Centro-oeste,2023-10,1.0,32,2023-06
Nordeste,2023-10,1.0,43,2023-06
Centro-oeste,2023-10,Sem informacao,5743,2023-06
Sudeste,2023-10,Sem informacao,10366,2023-06
Sudeste,2023-10,3.0,1,2023-06
Nordeste,2023-10,2.0,87,2023-06
Nordeste,2023-10,Sem informacao,3757,2023-06
Centro-oeste,2023-10,2.0,7,2023-06
Sudeste,2023-10,2.0,73,2023-06
Norte,2023-10,1.0,20,2023-06
Norte,2023-10,2.0,58,2023-06
Norte,2023-10,3.0,4,2023-06
Sul,2023-11,1.0,143,2023-06
Sul,2023-11,Sem informacao,5111,2023-06
Sudeste,2023-11,4.0,2,2023-06
Sudeste,2023-11,1.0,910,2023-06
Sudeste,2023-11,2.0,232,2023-06
Sudeste,2023-11,3.0,9,2023-06
Sul,2023-11,2.0,9,2023-06
Sudeste,2023-11,Sem informacao,19323,2023-06
Centro-oeste,2023-11,1.0,61,2023-06
Centro-oeste,2023-11,3.0,1,2023-06
Nordeste,2023-11,1.0,20,2023-06
Centro-oeste,2023-11,2.0,65,2023-06
Nordeste,2023-11,Sem informacao,3404,2023-06
Norte,2023-11,Sem informacao,1616,2023-06
Norte,2023-11,3.0,2,2023-06
Norte,2023-11,2.0,92,2023-06
Norte,2023-11,1.0,43,2023-06
Nordeste,2023-11,2.0,62,2023-06
Nordeste,2023-11,3.0,5,2023-06
Centro-oeste,2023-11,4.0,1,2023-06
Centro-oeste,2023-11,Sem informacao,7642,2023-06
Centro-oeste,2023-12,2.0,539,2023-06
Norte,2023-12,3.0,4,2023-06
Centro-oeste,2023-12,3.0,1,2023-06
Centro-oeste,2023-12,Sem informacao,18268,2023-06
Norte,2023-12,4.0,1,2023-06
Norte,2023-12,Sem informacao,3911,2023-06
Sudeste,2023-12,1.0,2121,2023-06
Sudeste,2023-12,2.0,594,2023-06
Sudeste,2023-12,3.0,7,2023-06
Sudeste,2023-12,Sem informacao,43484,2023-06
Norte,2023-12,1.0,51,2023-06
Nordeste,2023-12,Sem informacao,3365,2023-06
Nordeste,2023-12,2.0,53,2023-06
Sul,2023-12,1.0,270,2023-06
Sul,2023-12,2.0,16,2023-06
Sul,2023-12,Sem informacao,11942,2023-06
Nordeste,2023-12,1.0,18,2023-06
Centro-oeste,2023-12,1.0,98,2023-06
Nordeste,2023-12,4.0,1,2023-06
Norte,2023-12,2.0,85,2023-06
Nordeste,2024-01,1.0,65,2024-06
Nordeste,2024-01,2.0,100,2024-06
Nordeste,2024-01,3.0,1,2024-06
Nordeste,2024-01,Sem informacao,6994,2024-06
Norte,2024-01,Sem informacao,7632,2024-06
Norte,2024-01,3.0,22,2024-06
Norte,2024-01,2.0,413,2024-06
Norte,2024-01,1.0,189,2024-06
Centro-oeste,2024-01,4.0,2,2024-06
Centro-oeste,2024-01,1.0,1076,2024-06
Sul,2024-01,Sem informacao,42973,2024-06
Sul,2024-01,4.0,1,2024-06
Sul,2024-01,3.0,44,2024-06
Sul,2024-01,2.0,173,2024-06
Sul,2024-01,1.0,1621,2024-06
Sudeste,2024-01,Sem informacao,206114,2024-06
Sudeste,2024-01,4.0,3,2024-06
Sudeste,2024-01,2.0,2278,2024-06
Sudeste,2024-01,3.0,28,2024-06
Centro-oeste,2024-01,3.0,1,2024-06
Centro-oeste,2024-01,2.0,4698,2024-06
Centro-oeste,2024-01,Sem informacao,67131,2024-06
Sudeste,2024-01,1.0,11037,2024-06
Sul,2024-02,Sem informacao,126872,2024-06
Nordeste,2024-02,1.0,447,2024-06
Nordeste,2024-02,2.0,535,2024-06
Nordeste,2024-02,3.0,1,2024-06
Nordeste,2024-02,4.0,1,2024-06
Nordeste,2024-02,Sem informacao,44148,2024-06
Sul,2024-02,1.0,3345,2024-06
Sul,2024-02,2.0,750,2024-06
Sul,2024-02,3.0,50,2024-06
Sul,2024-02,4.0,4,2024-06
Norte,2024-02,1.0,369,2024-06
Norte,2024-02,3.0,32,2024-06
Centro-oeste,2024-02,Sem informacao,148623,2024-06
Centro-oeste,2024-02,4.0,2,2024-06
Centro-oeste,2024-02,2.0,4221,2024-06
Centro-oeste,2024-02,1.0,1603,2024-06
Sudeste,2024-02,1.0,13124,2024-06
Sudeste,2024-02,2.0,2058,2024-06
Sudeste,2024-02,3.0,76,2024-06
Sudeste,2024-02,4.0,3,2024-06
Sudeste,2024-02,Sem informacao,663022,2024-06
Norte,2024-02,2.0,443,2024-06
Norte,2024-02,Sem informacao,13186,2024-06
Norte,2024-02,4.0,1,2024-06
Centro-oeste,2024-03,1.0,653,2024-06
Sudeste,2024-03,3.0,12,2024-06
Sudeste,2024-03,4.0,2,2024-06
Sudeste,2024-03,Sem informacao,805175,2024-06
Sul,2024-03,1.0,2407,2024-06
Sul,2024-03,2.0,651,2024-06
Sul,2024-03,3.0,11,2024-06
Sul,2024-03,Sem informacao,262901,2024-06
Sudeste,2024-03,2.0,558,2024-06
Sudeste,2024-03,1.0,2832,2024-06
Centro-oeste,2024-03,2.0,1476,2024-06
Centro-oeste,2024-03,4.0,1,2024-06
Centro-oeste,2024-03,Sem informacao,141138,2024-06
Norte,2024-03,1.0,253,2024-06
Norte,2024-03,2.0,247,2024-06
Nordeste,2024-03,Sem informacao,111095,2024-06
Nordeste,2024-03,4.0,5,2024-06
Nordeste,2024-03,3.0,1,2024-06
Nordeste,2024-03,2.0,439,2024-06
Nordeste,2024-03,1.0,356,2024-06
Norte,2024-03,3.0,16,2024-06
Norte,2024-03,Sem informacao,14134,2024-06
Centro-oeste,2024-03,3.0,5,2024-06
Sul,2024-04,1.0,11,2024-06
Sudeste,2024-04,Sem informacao,71588,2024-06
Sudeste,2024-04,2.0,4,2024-06
Sudeste,2024-04,1.0,52,2024-06
Centro-oeste,2024-04,Sem informacao,14663,2024-06
Norte,2024-04,2.0,1,2024-06
Norte,2024-04,Sem informacao,1286,2024-06
Centro-oeste,2024-04,2.0,27,2024-06
Centro-oeste,2024-04,1.0,10,2024-06
Nordeste,2024-04,1.0,17,2024-06
Nordeste,2024-04,Sem informacao,11730,2024-06
Sul,2024-04,2.0,2,2024-06
Norte,2024-04,1.0,4,2024-06
Sul,2024-04,Sem informacao,44370,2024-06
